ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Narva1919,Estonia,59.3796931,28.1790751,715,Narva,1919,"['Estonian', 'Petrograd', 'Narva', 'Estonian', 'Bolsheviks', 'Estonian']",Estonian War of Independence,Estonia,Bolsheviks,,,,Land,,No,,,,Battle of Narva may refer to:
Narvik (1st)1940,Norway,68.4384984,17.4272613,715,Narvik (1st),1940,"['German', 'Norway', 'German', 'British']",World War II,United Kingdom,Germany,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p436",1,,No description available
Narvik (2nd)1940,Norway,68.4384984,17.4272613,715,Narvik (2nd),1940,"['German', 'Norway', 'British']",World War II,United Kingdom,Germany,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p436",1,,No description available
Narvik (3rd)1940,Norway,68.4384984,17.4272613,715,Narvik (3rd),1940,"['German', 'Norwegian', 'Anglo', 'Britain']",World War II,"United Kingdom, France",Germany,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p436",,,No description available
Naseby1645,United Kingdom,52.3953346,-0.9965461,715,Naseby,1645,['British'],British Civil Wars,Parliamentarians,Royalists,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p393-394",,,"The Battle of Naseby took place on 14 June 1645 during the First English Civil War, near the village of Naseby in Northamptonshire. The Parliamentarian New Model Army, commanded by Sir Thomas Fairfax and Oliver Cromwell, destroyed the main Royalist army under Charles I and Prince Rupert. The defeat ended any real hope of royalist victory, although Charles did not finally surrender until May 1646.    "
Nashville1864,United States,36.1626638,-86.7816016,715,Nashville,1864,"['Nashville', 'Tennessee']",American Civil War,United States,Confederate States of America,,,3.0,Land,,No,https://www.battlefields.org/learn/civil-war/battles/nashville,,,"The Battle of Nashville was a two-day battle in the Franklin-Nashville Campaign that represented the end of large-scale fighting west of the coastal states in the American Civil War. It was fought at Nashville, Tennessee, on December 15–16, 1864, between the Confederate Army of Tennessee under Lieutenant General John Bell Hood and the Union Army of the Cumberland (Dept. of the Cumberland) (AoC) under Major General George H. Thomas. In one of the largest victories achieved by the Union Army during the war, Thomas attacked and routed Hood's army, largely destroying it as an effective fighting force."
Nasiriya1915,Iraq,31.0452345,46.2665911,715,Nasiriya,1915,"['Ahwaz', 'Basra']",World War I,United Kingdom,Ottoman Empire,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p413",,,No description available
Nasiriya2003,Iraq,31.0452345,46.2665911,716,Nasiriya,2003,"['Iraqi', 'Basra', 'American', 'American', 'Iraqi']",2nd Gulf War,United States,Iraq,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p924. Iraqi forces consisted of one infantry division",,,No description available
Natural Bridge1865,United States,29.9054941,-82.6171111,716,Natural Bridge,1865,"['American', 'Florida', 'Newport', 'Newton']",American Civil War,Confederate States of America,United States,,,,Land,,No,,,,"The Battle of Natural Bridge was fought during the American Civil War in what is now Woodville, Florida near Tallahassee on March 6, 1865. A small group of Confederate troops and volunteers, which included teenagers from the nearby Florida Military and Collegiate Institute that would later become Florida State University, protected by breastworks, prevented a detachment of United States Colored Troops from crossing the Natural Bridge on the St. Marks River."
Naukluf1894,Namibia,-24.1666667,16.1666667,716,Naukluf,1894,"['German', 'German', 'German']",German Colonial Wars in Africa,Germany,Nama Tribe,,,,Land,,No,,,,No description available
Naulochus-36,Italy,38.1989464,15.6553263,716,Naulochus,-36,"['Octavian', 'Tauromenium', 'Pompeys']",Wars of the Second Triumvirate,Octavian,Pompey the Younger,,,4.0,Sea,,No,"Harbottles Dictionary of Battles, George Bruce, p178. 300 warships each for approximately 140,000 men on each side",1,,"The naval Battle of Naulochus was fought on 3 September 36 BC between the fleets of Sextus Pompeius and Marcus Vipsanius Agrippa, off Naulochus, Sicily. The victory of Agrippa, admiral of Octavian, marked the end of the Pompeian resistance to the Second Triumvirate."
Naupactus-429,Greece,38.3929775,21.8348729,716,Naupactus,-429,"['Acarnania', 'Athenian', 'Patras']",Great Peloponnesian War,Athens,Sparta,,,2.0,Sea,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, ""Naupactus, Battle of""",,,"The Battle of Naupactus was a naval battle in the Peloponnesian War.  The battle, which took place a week after the Athenian victory at Rhium, set an Athenian fleet of twenty ships, commanded by Phormio, against a Peloponnesian fleet of seventy-seven ships, commanded by Cnemus.  "
Nauplia1770,Greece,37.5321332,22.7722583,716,Nauplia,1770,"['Turkish', 'Greece', 'Turks']",Catherine the Great's 1st Turkish War,Russia,Ottoman Empire,,,,Sea,,No,,,,Battle of Nauplia or Siege of Nauplia can refer to one of the following military engagements that took place at or near the port city of Nauplia (Nafplio) in Greece:
Nauplia1821-1822,Greece,37.5673173,22.8015531,716,Nauplia,1821-1822,"['Nauplia', 'Greece', 'Ottoman', 'Dramali', 'British']",Greek War of Independence,Greek Rebels,Ottoman Empire,,,,Land,,No,,,,Battle of Nauplia or Siege of Nauplia can refer to one of the following military engagements that took place at or near the port city of Nauplia (Nafplio) in Greece:
Naushera1948,India,33.1584446,74.2355203,"Clodfelter, p597",Naushera,1948,,1st Indo-Pakistani War,India,"Pakistan, Kashmiri Tribesmen",,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p597",,,"The Battle of Nowshera (Pashto: د نوښار جګړه; Punjabi: ਨੌਸ਼ਹਿਰ ਦੀ ਲੜਾਈ (Gurmukhi),  نوشہرہ دی لڑائی (Shahmukhi)) was fought in Nowshera in March 1823 collectively by the Yusufzai Afghans, supported by the Peshawar sardars, alongside Azim Khan Barakzai, the Afghan governor of Peshawar, where they would face the Sikh armies led by Maharaja Ranjit Singh.  Azim Khan was a half-brother of Dost Mohammad Khan, the future ruler of Kabul, and later Afghanistan. The battle was a victory for the Sikhs over Azim Khan's armies, a result which allowed the Sikhs to begin their occupation of the Peshawar Valley."
Navalcarnero1936,Spain,40.2855681,-4.016639,717,Navalcarnero,1936,"['Spanish', 'Nationalist', 'Madrid', 'Chapineria', 'Ilescas', 'Republican', 'Italian', 'Republicans']",Spanish Civil War,"Spanish Nationalists, Italy",Spanish Republicans,,,,Land,,No,,,,No description available
Navarette1367,Spain,42.429811,-2.5619607,717,Navarette,1367,"['French', 'Bertrand', 'French', 'Spanish']",Hundred Years War,England,"France, Spain",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p264-265",,,No description available
Navarino1821,Greece,36.9130756,21.6963472,717,Navarino,1821,"['Monemvasia', 'Peloponnesia', 'Greek', 'Navarino', 'Turks', 'Egypt']",Greek War of Independence,Greek Rebels,Ottoman Empire,,,,Land,,Battle followed by massacre,,,,"The Battle of Navarino was a naval battle fought on 20 October (O.S. 8 October) 1827, during the Greek War of Independence (1821–1829), in Navarino Bay (modern Pylos), on the west coast of the Peloponnese peninsula, in the Ionian Sea. Allied forces from Britain, France, and Russia decisively defeated Ottoman and Egyptian forces which were trying to suppress the Greeks, thereby making Greek independence much more likely. An Ottoman armada which, in addition to Imperial warships, included squadrons from the eyalets of Egypt and Tunis, was destroyed by an Allied force of British, French and Russian warships. It was the last major naval battle in history to be fought entirely with sailing ships, although most ships fought at anchor. The Allies' victory was achieved through superior firepower and gunnery."
Navarino1825,Greece,36.9130756,21.6963472,717,Navarino,1825,"['Egyptian', 'Greece', 'Navarino', 'Greek']",Greek War of Independence,Egypt,Greek Rebels,,,,Land,,No,,,,"The Battle of Navarino was a naval battle fought on 20 October (O.S. 8 October) 1827, during the Greek War of Independence (1821–1829), in Navarino Bay (modern Pylos), on the west coast of the Peloponnese peninsula, in the Ionian Sea. Allied forces from Britain, France, and Russia decisively defeated Ottoman and Egyptian forces which were trying to suppress the Greeks, thereby making Greek independence much more likely. An Ottoman armada which, in addition to Imperial warships, included squadrons from the eyalets of Egypt and Tunis, was destroyed by an Allied force of British, French and Russian warships. It was the last major naval battle in history to be fought entirely with sailing ships, although most ships fought at anchor. The Allies' victory was achieved through superior firepower and gunnery."
Navarino1827,Greece,36.9269923,21.6837483,717,Navarino,1827,"['Turkey', 'Greece', 'Navarino', 'British', 'French', 'Egyptian', 'Navarino', 'Turks', 'Greek']",Greek War of Independence,"United Kingdom, Russia, France","Egypt, Turkey",,,3.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p192",,,"The Battle of Navarino was a naval battle fought on 20 October (O.S. 8 October) 1827, during the Greek War of Independence (1821–1829), in Navarino Bay (modern Pylos), on the west coast of the Peloponnese peninsula, in the Ionian Sea. Allied forces from Britain, France, and Russia decisively defeated Ottoman and Egyptian forces which were trying to suppress the Greeks, thereby making Greek independence much more likely. An Ottoman armada which, in addition to Imperial warships, included squadrons from the eyalets of Egypt and Tunis, was destroyed by an Allied force of British, French and Russian warships. It was the last major naval battle in history to be fought entirely with sailing ships, although most ships fought at anchor. The Allies' victory was achieved through superior firepower and gunnery."
Navarro1828,Argentina,-35.0058318,-59.2783596,717,Navarro,1828,"['Argentine', 'Brazil', 'Navarro']",Argentine Civil War,General Juan Gallo Lavalle,Governor Manuel Dorrego,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p314",,,No description available
Navas de Membrillo1811,Spain,38.9163743,-6.4815874,717,Navas de Membrillo,1811,"['Napoleonic', 'Spain', 'French', 'Merida', 'British', 'French']",Napoleonic Wars,United Kingdom,France,,,1.0,Land,,No,,1,,"The combat of Navas de Membrillo took place on 29 December 1811 near Mérida, Spain, and saw the British light cavalry of General Rowland Hill assault a small Imperial French force led by Captain Neveux. During the action, the French soldiers formed in square inflicted a sharp defeat to the British cavalrymen. This engagement is considered by historian Ian Fletcher as ""one of the more disappointing cavalry episodes in the Peninsula""."
Navsari738,India,19.7765376,73.0342807,717,Navsari,738,"['Muslim', 'Sind', 'Arab', 'Malwa']",Muslim Conquest of Sind,Chalukyah,Ummayad Caliphate,,,,Land,,No,,,,"The Umayyad Dynasty came to rule the Caliphate in 661 CE, and during the first half of the 8th century CE, a series of battles took place in the Indian subcontinent between armies of the Umayyad Caliphate and Indian kingdoms situated to the east of the Indus river, subsequent to the Arab conquest of Sindh (present day Pakistan) during 711 – 713 CE."
Nawabganj1858,India,28.5405365,79.6305599,718,Nawabganj,1858,"['Indian', 'Lucknow', 'Nawabganj']",Indian Mutiny,United Kingdom,Indian Rebels,,,2.0,Land,,No,,,,No description available
NAxama1878,South Africsa,-32.4894932,27.7047211,718,NAxama,1878,"['Krieli', 'European']",9th Cape Frontier War,United Kingdom,Xhosa,,,,Land,,No,For location http://samilitaryhistory.org/vol056pg.html,,,No description available
Naxos-376,Greece,37.1035665,25.3776734,718,Naxos,-376,"['Greek', 'City-States', 'Thebes', 'Sparta', 'Athenian', 'Naxos', 'Spartans', 'Athens']",Wars of the Greek City States,Athens,Sparta,,,3.0,Sea,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p179. 80 vs 60 triremes (approx 16,000 men in the larger fleet)",1,,"At the Battle of Naxos (376 BC) the new Athenian fleet of Chabrias decisively defeated the Spartans. This was the beginning of Athens's recovery of its Aegean hegemony following its loss in the Peloponnesian War. The victory was decided by Phocion's courageous and skillful action on the left wing. In western waters another great Athenian commander, Timotheus, won the battle of Alyzia against Sparta in 374 BC."
Nazareth1948,Israel,32.699635,35.303546,718,Nazareth,1948,"['Israeli', 'Haifa']",Israeli War of Independence,Israel,"Palestinians, Lebanon",,,,Land,,No,,,,"The Battle of Nazareth began on 20 September 1918, during the Battle of Sharon, which together with the Battle of Nablus formed the set piece Battle of Megiddo fought during the last months of the Sinai and Palestine Campaign of the First World War. During the cavalry phase of the Battle of Sharon the Desert Mounted Corps rode to the Esdraelon Plain (also known as the Jezreel Valley and the plain of Armageddon) 40 and 50 miles (64 and 80 km) behind the front line in the Judean Hills. At Nazareth on the plain, the 13th Cavalry Brigade of the 5th Cavalry Division attempted to capture the town and the headquarters of the Yildirim Army Group which was eventually captured the following day after the garrison had withdrawn."
N'Djamena1979,Chad,12.1348457,15.0557415,718,N'Djamena,1979,"['NDjamena', 'Malloum', 'Habre', 'Habre']",Chad Civil Wars,Chadian Rebels,Chadian Government,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p554",,,Battle of N'Djamena may refer to:
N'Djamena1980,Chad,12.1348457,15.0557415,718,N'Djamena,1980,"['Libyan', 'NDjamena', 'Libyan', 'Libyan']",Chad Civil War,"Chadian Government, Libya",Chadian Rebels,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p554",,,Battle of N'Djamena may refer to:
Ndondakusuka1856,South Africa,-29.13575,31.46577,718,Ndondakusuka,1856,['Mpandes'],Zulu Wars of Succession,Prince Cetshwayo,Prince Mbulazi,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p206",,,"The Battle of Ndondakusuka, often known as the Second Zulu Civil War, fought on 2 December 1856, was the culmination of a succession struggle in the Zulu Kingdom between Cetshwayo and Mbuyazi, the two eldest sons of the king Mpande. Mbuyazi was defeated at the battle and was killed, leaving Cetshwayo in de facto control of the kingdom, though his father remained king. Mbuyazi's followers, including five other sons of King Mpande, were massacred in the aftermath of the battle."
Nebovidy1422,Czechia,49.9960832,15.2148242,719,Nebovidy,1422,"['Zatec', 'Hungary', 'Bohemia', 'Prague', 'Habry']",Hussite Wars,Hussites,Hungary,,,,Land,,No,,,,"The Battle of Nebovidy was fought on 6 January 1422 between the Holy Roman Empire and the Hussites, during the second crusade against the Hussites. The Hussites were led by Jan Žižka, while the Imperial forces were led by Emperor Sigismund. The Hussite army surprised a several thousand strong Hungarian force, part of the Sigismund-led army, resting near the village of Nebovidy (in central Bohemia, near Kolin). The Hungarians had no time to mobilize and regroup and the Hussites were victorious. This was the final battle of a larger conflict – the battle of Kutna Hora."
Neches1839,United States,31.8668353,-95.4957876,719,Neches,1839,"['Indian', 'Texan', 'Indians', 'Oklahoma', 'San Saba']",Cherokee Indian Wars,Texas,Cherokee,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p599",,,"The Battle of the Neches, the main engagement of the Cherokee War of 1838–1839 (part of the Texas–Indian Wars), took place on 15–16 July in 1839 in what is now the Redland community (between Tyler and Ben Wheeler, Texas). It resulted from the Córdova Rebellion and Texas President Mirabeau Bonaparte Lamar's determination to remove the Cherokee people from Texas. Many Cherokee had migrated there from the American Southeast to avoid being forced to Indian Territory."
